state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,price_category,state_encoded,commodity_encoded,label_encoded,district_encoded,market_encoded
Karnataka,Bangalore,Ramanagara,Bhindi(Ladies Finger),Bhindi,04/03/2019,3200,3600,3400,MEDIUM,9,18,2,17,258
Karnataka,Bangalore,Ramanagara,Bitter gourd,Bitter Gourd,04/03/2019,3600,4000,3800,MEDIUM,9,19,2,17,258
Karnataka,Bangalore,Ramanagara,Brinjal,Brinjal,04/03/2019,1000,1600,1300,MEDIUM,9,24,2,17,258
Karnataka,Bangalore,Ramanagara,Cabbage,Cabbage,04/03/2019,1200,1600,1400,MEDIUM,9,26,2,17,258
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,04/03/2019,1400,1800,1600,MEDIUM,9,28,2,17,258
Karnataka,Bangalore,Ramanagara,Chilly Capsicum,Chilly Capsicum,04/03/2019,5000,6000,5500,EXPENSIVE,9,33,1,17,258
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,04/03/2019,1700,1800,1750,MEDIUM,9,45,2,17,258
Karnataka,Bangalore,Ramanagara,Drumstick,Drumstick,04/03/2019,2800,3000,2900,MEDIUM,9,46,2,17,258
Karnataka,Bangalore,Ramanagara,Ginger(Green),Green Ginger,04/03/2019,5000,6000,5500,EXPENSIVE,9,57,1,17,258
Karnataka,Bangalore,Ramanagara,Green Avare (W),Green Avare (W),04/03/2019,2800,3000,2900,MEDIUM,9,60,2,17,258
Karnataka,Bangalore,Ramanagara,Green Chilli,Green Chilly,04/03/2019,3600,4000,3800,MEDIUM,9,61,2,17,258
Karnataka,Bangalore,Ramanagara,Knool Khol,Knool Khol,04/03/2019,1600,2000,1800,MEDIUM,9,78,2,17,258
Karnataka,Bangalore,Ramanagara,Papaya,Papaya,04/03/2019,1200,1400,1300,MEDIUM,9,106,2,17,258
Karnataka,Bangalore,Ramanagara,Peas Wet,Peas Wet,04/03/2019,2800,3200,3000,MEDIUM,9,109,2,17,258
Karnataka,Bangalore,Ramanagara,Raddish,Raddish,04/03/2019,1600,2000,1800,MEDIUM,9,120,2,17,258
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),04/03/2019,3200,4000,3600,MEDIUM,9,124,2,17,258
Karnataka,Bangalore,Ramanagara,Seemebadnekai,Seemebadanekai,04/03/2019,1400,1600,1500,MEDIUM,9,127,2,17,258
Karnataka,Bangalore,Ramanagara,Snakeguard,Snakeguard,04/03/2019,1200,1600,1400,MEDIUM,9,129,2,17,258
Karnataka,Bangalore,Ramanagara,Suvarna Gadde,Suvarnagadde,04/03/2019,2400,2600,2500,MEDIUM,9,136,2,17,258
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,04/03/2019,800,1000,900,CHEAP,9,147,0,17,258
Karnataka,Bangalore,Ramanagara,Water Melon,Water Melon,04/03/2019,1200,1600,1400,MEDIUM,9,151,2,17,258
Karnataka,Kolar,Kolar,Beans,Beans (Whole),04/03/2019,3000,3200,3100,MEDIUM,9,12,2,91,158
Karnataka,Kolar,Kolar,Beetroot,Beetroot,04/03/2019,1300,1500,1400,MEDIUM,9,13,2,91,158
Karnataka,Kolar,Kolar,Cabbage,Cabbage,04/03/2019,1000,1300,1100,MEDIUM,9,26,2,91,158
Karnataka,Kolar,Kolar,Capsicum,Capsicum,04/03/2019,3500,4000,3800,MEDIUM,9,27,2,91,158
Karnataka,Kolar,Kolar,Carrot,Carrot,04/03/2019,1000,1400,1200,MEDIUM,9,28,2,91,158
Karnataka,Kolar,Kolar,Cauliflower,Local,04/03/2019,1000,1400,1200,MEDIUM,9,31,2,91,158
Karnataka,Kolar,Kolar,Chilly Capsicum,Chilly Capsicum,04/03/2019,2500,3500,3000,MEDIUM,9,33,2,91,158
Karnataka,Kolar,Kolar,Knool Khol,Knool Khol,04/03/2019,800,1200,1000,CHEAP,9,78,0,91,158
Karnataka,Kolar,Kolar,Raddish,Raddish,04/03/2019,300,600,400,CHEAP,9,120,0,91,158
Karnataka,Kolar,Kolar,Ridgeguard(Tori),Ridgeguard(Tori),04/03/2019,3500,4200,3800,MEDIUM,9,124,2,91,158
Karnataka,Kolar,Kolar,Tomato,Hybrid,04/03/2019,367,1633,1000,CHEAP,9,147,0,91,158
Karnataka,Kolar,Kolar,Tomato,Tomato,04/03/2019,334,1000,667,CHEAP,9,147,0,91,158
Karnataka,Tumkur,Gubbi,Copra,other,04/03/2019,9000,9000,9000,EXPENSIVE,9,39,1,165,106
Kerala,Alappuzha,Aroor,Amphophalus,Amphophalus,04/03/2019,1800,2000,1900,MEDIUM,10,2,2,2,14
Kerala,Alappuzha,Aroor,Apple,Other,04/03/2019,10000,11200,11000,EXPENSIVE,10,3,1,2,14
Kerala,Alappuzha,Aroor,Ashgourd,Other,04/03/2019,1000,1200,1100,MEDIUM,10,7,2,2,14
Kerala,Alappuzha,Aroor,Banana,Nendra Bale,04/03/2019,4200,4400,4300,EXPENSIVE,10,9,1,2,14
Kerala,Alappuzha,Aroor,Banana,Palayamthodan,04/03/2019,2800,3000,2900,MEDIUM,10,9,2,2,14
Kerala,Alappuzha,Aroor,Banana,Robusta,04/03/2019,2000,2200,2100,MEDIUM,10,9,2,2,14
Kerala,Alappuzha,Aroor,Banana - Green,Banana - Green,04/03/2019,4000,4200,4100,EXPENSIVE,10,10,1,2,14
Kerala,Alappuzha,Chengannur,Amphophalus,Other,04/03/2019,2300,2600,2400,MEDIUM,10,2,2,2,56
Kerala,Alappuzha,Chengannur,Ashgourd,Other,04/03/2019,1100,1400,1200,MEDIUM,10,7,2,2,56
Kerala,Alappuzha,Chengannur,Banana - Green,Other,04/03/2019,3700,4000,3800,MEDIUM,10,10,2,2,56
Kerala,Alappuzha,Chengannur,Beetroot,Other,04/03/2019,1800,2100,2000,MEDIUM,10,13,2,2,56
Kerala,Alappuzha,Chengannur,Bhindi(Ladies Finger),Other,04/03/2019,4000,4200,4000,MEDIUM,10,18,2,2,56
Kerala,Alappuzha,Chengannur,Bitter gourd,Other,04/03/2019,4000,4600,4500,EXPENSIVE,10,19,1,2,56
Kerala,Alappuzha,Chengannur,Bottle gourd,Other,04/03/2019,1000,1300,1100,MEDIUM,10,23,2,2,56
Kerala,Alappuzha,Chengannur,Capsicum,Other,04/03/2019,5700,6200,6000,EXPENSIVE,10,27,1,2,56
Kerala,Alappuzha,Chengannur,Carrot,Other,04/03/2019,3400,3700,3600,MEDIUM,10,28,2,2,56
Kerala,Alappuzha,Chengannur,Cowpea(Veg),Cowpea (Veg),04/03/2019,4000,4300,4200,EXPENSIVE,10,44,1,2,56
Kerala,Alappuzha,Chengannur,Cucumbar(Kheera),Other,04/03/2019,1600,2200,2000,MEDIUM,10,45,2,2,56
Kerala,Alappuzha,Mannar,Amphophalus,Other,04/03/2019,3500,3700,3600,MEDIUM,10,2,2,2,186
Kerala,Alappuzha,Mannar,Ashgourd,Other,04/03/2019,1000,1300,1100,MEDIUM,10,7,2,2,186
Kerala,Alappuzha,Mannar,Banana - Green,Other,04/03/2019,4000,4200,4100,EXPENSIVE,10,10,1,2,186
Kerala,Alappuzha,Mannar,Bhindi(Ladies Finger),Other,04/03/2019,3000,3200,3100,MEDIUM,10,18,2,2,186
Kerala,Alappuzha,Mannar,Bitter gourd,Other,04/03/2019,4000,4200,4100,EXPENSIVE,10,19,1,2,186
Kerala,Alappuzha,Mannar,Brinjal,Other,04/03/2019,3200,3600,3500,MEDIUM,10,24,2,2,186
Kerala,Alappuzha,Mannar,Cabbage,Other,04/03/2019,3000,3300,3200,MEDIUM,10,26,2,2,186
Kerala,Alappuzha,Mannar,Capsicum,Other,04/03/2019,8000,8300,8200,EXPENSIVE,10,27,1,2,186
Kerala,Alappuzha,Mannar,Carrot,Other,04/03/2019,3700,3900,3800,MEDIUM,10,28,2,2,186
Kerala,Ernakulam,Piravam,Amaranthus,Other,04/03/2019,1500,2000,1800,MEDIUM,10,0,2,48,240
Kerala,Ernakulam,Piravam,Amphophalus,Other,04/03/2019,2000,3000,2500,MEDIUM,10,2,2,48,240
Kerala,Ernakulam,Piravam,Ashgourd,Other,04/03/2019,1500,2000,1800,MEDIUM,10,7,2,48,240
Kerala,Ernakulam,Piravam,Banana - Green,Other,04/03/2019,3000,4000,3500,MEDIUM,10,10,2,48,240
Kerala,Ernakulam,Piravam,Beetroot,Other,04/03/2019,2000,2500,2200,MEDIUM,10,13,2,48,240
Kerala,Ernakulam,Piravam,Bitter gourd,Other,04/03/2019,4000,5000,4500,EXPENSIVE,10,19,1,48,240
Kerala,Ernakulam,Piravam,Brinjal,Other,04/03/2019,2000,2500,2200,MEDIUM,10,24,2,48,240
Kerala,Ernakulam,Piravam,Cowpea(Veg),Other,04/03/2019,4000,5000,4500,EXPENSIVE,10,44,1,48,240
Kerala,Ernakulam,Piravam,Potato,Other,04/03/2019,2000,3000,2500,MEDIUM,10,118,2,48,240
Kerala,Ernakulam,Piravam,Tomato,Other,04/03/2019,1500,2000,1800,MEDIUM,10,147,2,48,240
Kerala,Kannur,Taliparamba,Arecanut(Betelnut/Supari),Other,04/03/2019,19500,20000,19750,EXPENSIVE,10,4,1,82,292
Kerala,Kannur,Taliparamba,Black pepper,Other,04/03/2019,29000,29500,29250,EXPENSIVE,10,22,1,82,292
Kerala,Kannur,Taliparamba,Coconut,Other,04/03/2019,3200,3400,3300,MEDIUM,10,35,2,82,292
Kerala,Kannur,Taliparamba,Coconut Oil,Other,04/03/2019,18000,18300,18150,EXPENSIVE,10,36,1,82,292
Kerala,Kannur,Taliparamba,Copra,other,04/03/2019,10100,10300,10250,EXPENSIVE,10,39,1,82,292
Kerala,Kannur,Taliparamba,Rubber,Other,04/03/2019,12300,12400,12350,EXPENSIVE,10,126,1,82,292
Kerala,Kasargod,Kasargod,Amaranthus,Other,04/03/2019,1500,1600,1550,MEDIUM,10,0,2,86,146
Kerala,Kasargod,Kasargod,Arecanut(Betelnut/Supari),Other,04/03/2019,21000,22000,21500,EXPENSIVE,10,4,1,86,146
Kerala,Kasargod,Kasargod,Banana,Medium,04/03/2019,2200,2300,2250,MEDIUM,10,9,2,86,146
Kerala,Kasargod,Kasargod,Banana,Nendra Bale,04/03/2019,3000,3100,3050,MEDIUM,10,9,2,86,146
Kerala,Kasargod,Kasargod,Bhindi(Ladies Finger),Other,04/03/2019,5500,5600,5550,EXPENSIVE,10,18,1,86,146
Kerala,Kasargod,Kasargod,Cashewnuts,Other,04/03/2019,10000,10200,10100,EXPENSIVE,10,29,1,86,146
Kerala,Kasargod,Kasargod,Copra,other,04/03/2019,10200,10400,10300,EXPENSIVE,10,39,1,86,146
Kerala,Kasargod,Kasargod,Cowpea(Veg),Other,04/03/2019,2000,2150,2100,MEDIUM,10,44,2,86,146
Kerala,Kasargod,Kasargod,Cucumbar(Kheera),Other,04/03/2019,1000,1200,1100,MEDIUM,10,45,2,86,146
Kerala,Kasargod,Kasargod,Paddy(Dhan)(Common),Other,04/03/2019,1800,1900,1850,MEDIUM,10,105,2,86,146
Kerala,Kasargod,Kasargod,Pepper garbled,Other,04/03/2019,32000,33000,32500,EXPENSIVE,10,113,1,86,146
Kerala,Kasargod,Kasargod,Pumpkin,Other,04/03/2019,800,900,850,CHEAP,10,119,0,86,146
Kerala,Kasargod,Manjeswaram,Amaranthus,Amaranthus,04/03/2019,2400,3400,2900,MEDIUM,10,0,2,86,185
Kerala,Kasargod,Manjeswaram,Arecanut(Betelnut/Supari),Other,04/03/2019,21500,22000,21750,EXPENSIVE,10,4,1,86,185
Kerala,Kasargod,Manjeswaram,Ashgourd,Ashgourd,04/03/2019,2400,3000,2700,MEDIUM,10,7,2,86,185
Kerala,Kasargod,Manjeswaram,Banana - Green,Other,04/03/2019,4200,5000,4600,EXPENSIVE,10,10,1,86,185
Kerala,Kasargod,Manjeswaram,Beetroot,Beetroot,04/03/2019,2200,3000,2600,MEDIUM,10,13,2,86,185
